2019-04-26 04:01:38,185 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@32eff876: startup date [Fri Apr 26 04:01:38 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-04-27 18:03:40,235 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-04-27 18:03:40,243 | INFO  | Listening for connections at: mqtt://master:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-04-27 18:03:40,247 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-04-27 18:03:40,255 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2019-04-27 18:03:40,312 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2019-04-27 18:03:40,459 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@a10c1b5{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-04-27 18:03:40,543 | INFO  | Listening for connections at ws://master:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-04-27 18:03:40,546 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-04-27 18:03:40,552 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:master-38291-1556388220026-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-04-27 18:03:40,552 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-04-27 18:03:40,553 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /home/ubuntu/activeMQHere/apache-activemq-5.15.9/data/kahadb only has 4803 mb of usable space. - resetting to maximum available disk space: 4803 mb | org.apache.activemq.broker.BrokerService | main
2019-04-27 18:03:40,556 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /home/ubuntu/activeMQHere/apache-activemq-5.15.9/data only has 4803 mb of usable space. - resetting to maximum available disk space: 4803 mb | org.apache.activemq.broker.BrokerService | main
2019-04-27 18:03:41,729 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-04-27 18:03:42,021 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-04-27 18:03:42,022 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-04-27 18:03:42,092 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-04-27 18:03:42,412 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-04-27 18:03:42,591 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-04-27 18:29:49,019 | INFO  | Connecting to URL: failover://tcp://localhost:61616 as user: null | org.apache.activemq.console.command.ProducerCommand | main
2019-04-27 18:29:49,020 | INFO  | Producing messages to queue://TEST | org.apache.activemq.console.command.ProducerCommand | main
2019-04-27 18:29:49,020 | INFO  | Using persistent messages | org.apache.activemq.console.command.ProducerCommand | main
2019-04-27 18:29:49,020 | INFO  | Sleeping between sends 0 ms | org.apache.activemq.console.command.ProducerCommand | main
2019-04-27 18:29:49,020 | INFO  | Running 1 parallel threads | org.apache.activemq.console.command.ProducerCommand | main
2019-04-27 18:29:49,349 | INFO  | Successfully connected to tcp://localhost:61616 | org.apache.activemq.transport.failover.FailoverTransport | ActiveMQ Task-1
2019-04-27 18:29:49,528 | INFO  | producer-1 Started to calculate elapsed time ...
 | org.apache.activemq.util.ProducerThread | producer-1
2019-04-27 18:29:59,458 | INFO  | producer-1 Produced: 1000 messages | org.apache.activemq.util.ProducerThread | producer-1
2019-04-27 18:29:59,458 | INFO  | producer-1 Elapsed time in second : 9 s | org.apache.activemq.util.ProducerThread | producer-1
2019-04-27 18:29:59,459 | INFO  | producer-1 Elapsed time in milli second : 9930 milli seconds | org.apache.activemq.util.ProducerThread | producer-1
2019-04-27 18:30:43,125 | INFO  | Connecting to URL: failover://tcp://localhost:61616 as user: null | org.apache.activemq.console.command.ConsumerCommand | main
2019-04-27 18:30:43,125 | INFO  | Consuming queue://TEST | org.apache.activemq.console.command.ConsumerCommand | main
2019-04-27 18:30:43,126 | INFO  | Sleeping between receives 0 ms | org.apache.activemq.console.command.ConsumerCommand | main
2019-04-27 18:30:43,126 | INFO  | Running 1 parallel threads | org.apache.activemq.console.command.ConsumerCommand | main
2019-04-27 18:30:43,423 | INFO  | Successfully connected to tcp://localhost:61616 | org.apache.activemq.transport.failover.FailoverTransport | ActiveMQ Task-1
2019-04-27 18:30:43,496 | INFO  | consumer-1 wait until 1000 messages are consumed | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,564 | INFO  | consumer-1 Received test message: 0 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,572 | INFO  | consumer-1 Received test message: 1 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,572 | INFO  | consumer-1 Received test message: 2 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,572 | INFO  | consumer-1 Received test message: 3 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,573 | INFO  | consumer-1 Received test message: 4 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,573 | INFO  | consumer-1 Received test message: 5 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,573 | INFO  | consumer-1 Received test message: 6 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,574 | INFO  | consumer-1 Received test message: 7 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,574 | INFO  | consumer-1 Received test message: 8 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,575 | INFO  | consumer-1 Received test message: 9 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,575 | INFO  | consumer-1 Received test message: 10 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,575 | INFO  | consumer-1 Received test message: 11 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,575 | INFO  | consumer-1 Received test message: 12 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,589 | INFO  | consumer-1 Received test message: 13 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,589 | INFO  | consumer-1 Received test message: 14 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,592 | INFO  | consumer-1 Received test message: 15 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,593 | INFO  | consumer-1 Received test message: 16 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,600 | INFO  | consumer-1 Received test message: 17 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,600 | INFO  | consumer-1 Received test message: 18 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,600 | INFO  | consumer-1 Received test message: 19 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,600 | INFO  | consumer-1 Received test message: 20 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,601 | INFO  | consumer-1 Received test message: 21 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,601 | INFO  | consumer-1 Received test message: 22 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,601 | INFO  | consumer-1 Received test message: 23 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,605 | INFO  | consumer-1 Received test message: 24 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,607 | INFO  | consumer-1 Received test message: 25 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,608 | INFO  | consumer-1 Received test message: 26 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,618 | INFO  | consumer-1 Received test message: 27 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,618 | INFO  | consumer-1 Received test message: 28 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,619 | INFO  | consumer-1 Received test message: 29 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,619 | INFO  | consumer-1 Received test message: 30 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,620 | INFO  | consumer-1 Received test message: 31 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,621 | INFO  | consumer-1 Received test message: 32 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,622 | INFO  | consumer-1 Received test message: 33 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,623 | INFO  | consumer-1 Received test message: 34 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,624 | INFO  | consumer-1 Received test message: 35 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,624 | INFO  | consumer-1 Received test message: 36 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,625 | INFO  | consumer-1 Received test message: 37 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,647 | INFO  | consumer-1 Received test message: 38 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,647 | INFO  | consumer-1 Received test message: 39 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,649 | INFO  | consumer-1 Received test message: 40 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,649 | INFO  | consumer-1 Received test message: 41 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,649 | INFO  | consumer-1 Received test message: 42 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,651 | INFO  | consumer-1 Received test message: 43 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,655 | INFO  | consumer-1 Received test message: 44 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,656 | INFO  | consumer-1 Received test message: 45 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,659 | INFO  | consumer-1 Received test message: 46 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,663 | INFO  | consumer-1 Received test message: 47 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,663 | INFO  | consumer-1 Received test message: 48 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,664 | INFO  | consumer-1 Received test message: 49 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,664 | INFO  | consumer-1 Received test message: 50 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,670 | INFO  | consumer-1 Received test message: 51 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,671 | INFO  | consumer-1 Received test message: 52 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,674 | INFO  | consumer-1 Received test message: 53 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,675 | INFO  | consumer-1 Received test message: 54 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,675 | INFO  | consumer-1 Received test message: 55 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,675 | INFO  | consumer-1 Received test message: 56 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,679 | INFO  | consumer-1 Received test message: 57 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,679 | INFO  | consumer-1 Received test message: 58 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,680 | INFO  | consumer-1 Received test message: 59 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,680 | INFO  | consumer-1 Received test message: 60 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,681 | INFO  | consumer-1 Received test message: 61 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,682 | INFO  | consumer-1 Received test message: 62 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,683 | INFO  | consumer-1 Received test message: 63 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,684 | INFO  | consumer-1 Received test message: 64 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,685 | INFO  | consumer-1 Received test message: 65 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,699 | INFO  | consumer-1 Received test message: 66 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,702 | INFO  | consumer-1 Received test message: 67 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,703 | INFO  | consumer-1 Received test message: 68 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,704 | INFO  | consumer-1 Received test message: 69 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,706 | INFO  | consumer-1 Received test message: 70 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,706 | INFO  | consumer-1 Received test message: 71 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,715 | INFO  | consumer-1 Received test message: 72 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,715 | INFO  | consumer-1 Received test message: 73 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,716 | INFO  | consumer-1 Received test message: 74 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,719 | INFO  | consumer-1 Received test message: 75 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,724 | INFO  | consumer-1 Received test message: 76 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,727 | INFO  | consumer-1 Received test message: 77 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,727 | INFO  | consumer-1 Received test message: 78 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,731 | INFO  | consumer-1 Received test message: 79 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,735 | INFO  | consumer-1 Received test message: 80 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,736 | INFO  | consumer-1 Received test message: 81 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,736 | INFO  | consumer-1 Received test message: 82 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,739 | INFO  | consumer-1 Received test message: 83 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,740 | INFO  | consumer-1 Received test message: 84 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,740 | INFO  | consumer-1 Received test message: 85 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,751 | INFO  | consumer-1 Received test message: 86 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,752 | INFO  | consumer-1 Received test message: 87 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,752 | INFO  | consumer-1 Received test message: 88 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,752 | INFO  | consumer-1 Received test message: 89 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,752 | INFO  | consumer-1 Received test message: 90 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,752 | INFO  | consumer-1 Received test message: 91 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,753 | INFO  | consumer-1 Received test message: 92 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,753 | INFO  | consumer-1 Received test message: 93 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,753 | INFO  | consumer-1 Received test message: 94 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,755 | INFO  | consumer-1 Received test message: 95 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,755 | INFO  | consumer-1 Received test message: 96 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,756 | INFO  | consumer-1 Received test message: 97 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,763 | INFO  | consumer-1 Received test message: 98 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,767 | INFO  | consumer-1 Received test message: 99 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,770 | INFO  | consumer-1 Received test message: 100 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,771 | INFO  | consumer-1 Received test message: 101 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,771 | INFO  | consumer-1 Received test message: 102 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,775 | INFO  | consumer-1 Received test message: 103 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,779 | INFO  | consumer-1 Received test message: 104 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,779 | INFO  | consumer-1 Received test message: 105 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,784 | INFO  | consumer-1 Received test message: 106 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,785 | INFO  | consumer-1 Received test message: 107 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,787 | INFO  | consumer-1 Received test message: 108 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,789 | INFO  | consumer-1 Received test message: 109 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,789 | INFO  | consumer-1 Received test message: 110 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,790 | INFO  | consumer-1 Received test message: 111 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,790 | INFO  | consumer-1 Received test message: 112 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,791 | INFO  | consumer-1 Received test message: 113 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,791 | INFO  | consumer-1 Received test message: 114 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,793 | INFO  | consumer-1 Received test message: 115 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,799 | INFO  | consumer-1 Received test message: 116 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,799 | INFO  | consumer-1 Received test message: 117 | org.apache.activemq.util.ConsumerThread | consumer-1
2019-04-27 18:30:43,799 | INFO  | consumer-1 Received test message: 118 | org.apache.activemq.util.ConsumerThread | consumer-1
